review_id,product_category,review_text,rating,review_date,verified_purchase,helpful_votes,sentiment,sentiment_score
R01516,Clothing,Average quality. Could be better for the price.,3,2023-02-25 07:16:21.818181818,True,3,Positive,0.6
R01517,Home & Garden,Fantastic quality and great value for money. Love it!,5,2023-02-25 08:08:55.733573357,True,3,Positive,0.8
R01518,Books,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-25 09:01:29.648964896,False,0,Negative,-0.7
R01519,Beauty,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-02-25 09:54:03.564356435,True,5,Positive,0.7
R01520,Sports,Poor quality! Not as described. Requesting refund.,1,2023-02-25 10:46:37.479747975,True,6,Negative,-0.6
R01521,Beauty,Decent product. Meets basic expectations.,3,2023-02-25 11:39:11.395139514,True,3,Neutral,0.0
R01522,Sports,Terrible! Cheap materials and poor construction.,1,2023-02-25 12:31:45.310531053,True,2,Negative,-0.8
R01523,Home & Garden,Fantastic quality and great value for money. Love it!,5,2023-02-25 13:24:19.225922592,True,1,Positive,0.8
R01524,Home & Garden,Terrible product! Poor quality and waste of money.,1,2023-02-25 14:16:53.141314131,True,2,Negative,-0.8
R01525,Beauty,Average quality. Could be better for the price.,3,2023-02-25 15:09:27.056705670,True,4,Positive,0.6
R01526,Home & Garden,Terrible product! Poor quality and waste of money.,2,2023-02-25 16:02:00.972097210,True,3,Negative,-0.8
R01527,Books,Poor quality! Not as described. Requesting refund.,2,2023-02-25 16:54:34.887488749,True,2,Negative,-0.6
R01528,Sports,Awful! Broke after one day. Very disappointed.,1,2023-02-25 17:47:08.802880288,True,3,Negative,-0.7
R01529,Books,Poor quality! Not as described. Requesting refund.,2,2023-02-25 18:39:42.718271827,True,2,Negative,-0.6
R01530,Beauty,Awful! Broke after one day. Very disappointed.,1,2023-02-25 19:32:16.633663366,True,3,Negative,-0.7
R01531,Electronics,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-25 20:24:50.549054905,True,5,Negative,-0.7
R01532,Electronics,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-02-25 21:17:24.464446444,True,1,Positive,0.9
R01533,Beauty,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-02-25 22:09:58.379837984,False,3,Positive,0.9
R01534,Sports,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-02-25 23:02:32.295229523,True,1,Positive,0.9
R01535,Sports,Outstanding product! Exceeded my expectations completely.,4,2023-02-25 23:55:06.210621062,True,5,Positive,0.6
R01536,Beauty,Okay. Works as expected but nothing extraordinary.,3,2023-02-26 00:47:40.126012601,True,2,Neutral,0.0
R01537,Electronics,Awful! Broke after one day. Very disappointed.,1,2023-02-26 01:40:14.041404140,True,2,Negative,-0.7
R01538,Sports,Okay product. Nothing special but does the job.,3,2023-02-26 02:32:47.956795679,True,4,Neutral,0.0
R01539,Books,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-26 03:25:21.872187219,True,1,Negative,-0.7
R01540,Beauty,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-02-26 04:17:55.787578758,True,3,Positive,0.9
R01541,Sports,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-02-26 05:10:29.702970297,True,4,Positive,0.7
R01542,Clothing,Decent product. Meets basic expectations.,3,2023-02-26 06:03:03.618361836,True,4,Neutral,0.0
R01543,Books,It's fine. Not great but not terrible either.,3,2023-02-26 06:55:37.533753375,True,3,Neutral,0.0
R01544,Books,Average quality. Could be better for the price.,3,2023-02-26 07:48:11.449144914,True,2,Positive,0.6
R01545,Sports,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-02-26 08:40:45.364536453,True,1,Positive,0.7
R01546,Home & Garden,Average quality. Could be better for the price.,3,2023-02-26 09:33:19.279927993,True,3,Positive,0.6
R01547,Clothing,It's fine. Not great but not terrible either.,3,2023-02-26 10:25:53.195319532,False,2,Neutral,0.0
R01548,Clothing,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-02-26 11:18:27.110711071,True,5,Positive,0.7
R01549,Beauty,Awful! Broke after one day. Very disappointed.,1,2023-02-26 12:11:01.026102610,True,2,Negative,-0.7
R01550,Home & Garden,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-02-26 13:03:34.941494149,False,6,Positive,0.9
R01551,Sports,Okay. Works as expected but nothing extraordinary.,3,2023-02-26 13:56:08.856885688,True,3,Neutral,0.0
R01552,Electronics,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-02-26 14:48:42.772277228,True,2,Positive,0.7
R01553,Sports,Awful! Broke after one day. Very disappointed.,2,2023-02-26 15:41:16.687668767,True,2,Negative,-0.7
R01554,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-02-26 16:33:50.603060306,True,4,Positive,0.9
R01555,Beauty,Terrible product! Poor quality and waste of money.,1,2023-02-26 17:26:24.518451845,False,4,Negative,-0.8
R01556,Beauty,Terrible! Cheap materials and poor construction.,2,2023-02-26 18:18:58.433843384,False,2,Negative,-0.8
R01557,Home & Garden,Terrible! Cheap materials and poor construction.,1,2023-02-26 19:11:32.349234923,True,0,Negative,-0.8
R01558,Home & Garden,Fantastic quality and great value for money. Love it!,5,2023-02-26 20:04:06.264626462,True,2,Positive,0.8
R01559,Home & Garden,Outstanding product! Exceeded my expectations completely.,5,2023-02-26 20:56:40.180018002,True,3,Positive,0.6
R01560,Beauty,It's fine. Not great but not terrible either.,3,2023-02-26 21:49:14.095409541,True,3,Neutral,0.0
R01561,Home & Garden,Okay. Works as expected but nothing extraordinary.,3,2023-02-26 22:41:48.010801080,True,6,Neutral,0.0
R01562,Electronics,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-26 23:34:21.926192619,False,2,Negative,-0.7
R01563,Electronics,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-02-27 00:26:55.841584158,True,4,Positive,0.7
R01564,Sports,Okay. Works as expected but nothing extraordinary.,3,2023-02-27 01:19:29.756975697,True,5,Neutral,0.0
R01565,Electronics,Okay. Works as expected but nothing extraordinary.,3,2023-02-27 02:12:03.672367237,False,3,Neutral,0.0
R01566,Electronics,Decent product. Meets basic expectations.,3,2023-02-27 03:04:37.587758776,True,1,Neutral,0.0
R01567,Electronics,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-02-27 03:57:11.503150315,True,3,Positive,0.7
R01568,Home & Garden,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-27 04:49:45.418541854,True,2,Negative,-0.7
R01569,Sports,Decent product. Meets basic expectations.,3,2023-02-27 05:42:19.333933393,False,5,Neutral,0.0
R01570,Books,Terrible product! Poor quality and waste of money.,2,2023-02-27 06:34:53.249324932,False,7,Negative,-0.8
R01571,Books,Poor quality! Not as described. Requesting refund.,1,2023-02-27 07:27:27.164716471,True,4,Negative,-0.6
R01572,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-02-27 08:20:01.080108011,True,3,Positive,0.7
R01573,Electronics,Decent product. Meets basic expectations.,3,2023-02-27 09:12:34.995499550,False,3,Neutral,0.0
R01574,Electronics,Fantastic quality and great value for money. Love it!,5,2023-02-27 10:05:08.910891089,True,5,Positive,0.8
R01575,Beauty,Fantastic quality and great value for money. Love it!,4,2023-02-27 10:57:42.826282628,True,5,Positive,0.8
R01576,Sports,Decent product. Meets basic expectations.,3,2023-02-27 11:50:16.741674167,False,1,Neutral,0.0
R01577,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-02-27 12:42:50.657065706,True,1,Positive,0.7
R01578,Clothing,Decent product. Meets basic expectations.,3,2023-02-27 13:35:24.572457246,True,1,Neutral,0.0
R01579,Beauty,It's fine. Not great but not terrible either.,3,2023-02-27 14:27:58.487848785,True,1,Neutral,0.0
R01580,Home & Garden,Average quality. Could be better for the price.,3,2023-02-27 15:20:32.403240324,False,5,Positive,0.6
R01581,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-02-27 16:13:06.318631863,False,4,Positive,0.7
R01582,Beauty,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-02-27 17:05:40.234023402,True,6,Positive,0.7
R01583,Electronics,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-02-27 17:58:14.149414941,True,2,Positive,0.7
R01584,Sports,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-02-27 18:50:48.064806480,True,6,Positive,0.9
R01585,Clothing,Terrible product! Poor quality and waste of money.,1,2023-02-27 19:43:21.980198020,True,3,Negative,-0.8
R01586,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-02-27 20:35:55.895589559,True,4,Positive,0.7
R01587,Sports,Average quality. Could be better for the price.,3,2023-02-27 21:28:29.810981098,True,6,Positive,0.6
R01588,Clothing,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-27 22:21:03.726372637,True,3,Negative,-0.7
R01589,Books,Okay. Works as expected but nothing extraordinary.,3,2023-02-27 23:13:37.641764176,True,2,Neutral,0.0
R01590,Home & Garden,Outstanding product! Exceeded my expectations completely.,4,2023-02-28 00:06:11.557155715,False,2,Positive,0.6
R01591,Books,Okay. Works as expected but nothing extraordinary.,3,2023-02-28 00:58:45.472547255,True,5,Neutral,0.0
R01592,Sports,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-02-28 01:51:19.387938794,True,0,Positive,0.7
R01593,Sports,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-02-28 02:43:53.303330333,True,4,Positive,0.9
R01594,Beauty,Terrible product! Poor quality and waste of money.,1,2023-02-28 03:36:27.218721872,True,3,Negative,-0.8
R01595,Clothing,Awful! Broke after one day. Very disappointed.,1,2023-02-28 04:29:01.134113411,True,3,Negative,-0.7
R01596,Sports,Okay. Works as expected but nothing extraordinary.,3,2023-02-28 05:21:35.049504950,True,1,Neutral,0.0
R01597,Electronics,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-02-28 06:14:08.964896489,True,5,Positive,0.7
R01598,Beauty,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-02-28 07:06:42.880288029,False,2,Positive,0.7
R01599,Sports,Awful! Broke after one day. Very disappointed.,1,2023-02-28 07:59:16.795679568,True,2,Negative,-0.7
R01600,Sports,Poor quality! Not as described. Requesting refund.,2,2023-02-28 08:51:50.711071107,False,4,Negative,-0.6
R01601,Clothing,Terrible product! Poor quality and waste of money.,1,2023-02-28 09:44:24.626462646,False,1,Negative,-0.8
R01602,Beauty,Horrible experience! Product defective and customer service unhelpful.,2,2023-02-28 10:36:58.541854185,False,1,Negative,-0.7
R01603,Home & Garden,Terrible product! Poor quality and waste of money.,2,2023-02-28 11:29:32.457245724,False,2,Negative,-0.8
R01604,Electronics,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-28 12:22:06.372637264,True,2,Negative,-0.7
R01605,Books,Terrible! Cheap materials and poor construction.,1,2023-02-28 13:14:40.288028803,True,2,Negative,-0.8
R01606,Beauty,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-28 14:07:14.203420342,False,5,Negative,-0.7
R01607,Clothing,Outstanding product! Exceeded my expectations completely.,5,2023-02-28 14:59:48.118811881,True,1,Positive,0.6
R01608,Books,Awful! Broke after one day. Very disappointed.,2,2023-02-28 15:52:22.034203420,True,5,Negative,-0.7
R01609,Sports,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-02-28 16:44:55.949594959,True,2,Positive,0.9
R01610,Books,Horrible experience! Product defective and customer service unhelpful.,1,2023-02-28 17:37:29.864986498,True,2,Negative,-0.7
R01611,Beauty,Outstanding product! Exceeded my expectations completely.,4,2023-02-28 18:30:03.780378038,True,4,Positive,0.6
R01612,Beauty,Decent product. Meets basic expectations.,3,2023-02-28 19:22:37.695769577,False,2,Neutral,0.0
R01613,Books,Awful! Broke after one day. Very disappointed.,2,2023-02-28 20:15:11.611161116,True,4,Negative,-0.7
R01614,Sports,Terrible! Cheap materials and poor construction.,2,2023-02-28 21:07:45.526552655,False,3,Negative,-0.8
R01615,Clothing,Poor quality! Not as described. Requesting refund.,1,2023-02-28 22:00:19.441944194,True,5,Negative,-0.6
R01616,Beauty,Terrible product! Poor quality and waste of money.,2,2023-02-28 22:52:53.357335733,True,5,Negative,-0.8
R01617,Clothing,Outstanding product! Exceeded my expectations completely.,4,2023-02-28 23:45:27.272727273,True,3,Positive,0.6
R01618,Clothing,Terrible product! Poor quality and waste of money.,2,2023-03-01 00:38:01.188118812,True,1,Negative,-0.8
R01619,Beauty,Terrible product! Poor quality and waste of money.,2,2023-03-01 01:30:35.103510351,True,2,Negative,-0.8
R01620,Sports,Fantastic quality and great value for money. Love it!,5,2023-03-01 02:23:09.018901890,False,2,Positive,0.8
R01621,Clothing,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-01 03:15:42.934293429,False,2,Positive,0.9
R01622,Books,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-01 04:08:16.849684968,False,1,Positive,0.7
R01623,Books,Terrible! Cheap materials and poor construction.,2,2023-03-01 05:00:50.765076507,True,2,Negative,-0.8
R01624,Sports,Outstanding product! Exceeded my expectations completely.,5,2023-03-01 05:53:24.680468047,True,0,Positive,0.6
R01625,Clothing,Terrible! Cheap materials and poor construction.,1,2023-03-01 06:45:58.595859586,True,7,Negative,-0.8
R01626,Books,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-01 07:38:32.511251125,True,2,Positive,0.7
R01627,Beauty,Terrible! Cheap materials and poor construction.,2,2023-03-01 08:31:06.426642664,True,6,Negative,-0.8
R01628,Electronics,Outstanding product! Exceeded my expectations completely.,5,2023-03-01 09:23:40.342034203,True,3,Positive,0.6
R01629,Clothing,Okay. Works as expected but nothing extraordinary.,3,2023-03-01 10:16:14.257425742,True,0,Neutral,0.0
R01630,Sports,Fantastic quality and great value for money. Love it!,5,2023-03-01 11:08:48.172817282,True,3,Positive,0.8
R01631,Home & Garden,It's fine. Not great but not terrible either.,3,2023-03-01 12:01:22.088208821,True,2,Neutral,0.0
R01632,Electronics,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-01 12:53:56.003600360,False,2,Positive,0.9
R01633,Beauty,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-01 13:46:29.918991899,True,4,Positive,0.7
R01634,Clothing,Okay. Works as expected but nothing extraordinary.,3,2023-03-01 14:39:03.834383438,True,5,Neutral,0.0
R01635,Home & Garden,Poor quality! Not as described. Requesting refund.,1,2023-03-01 15:31:37.749774977,True,1,Negative,-0.6
R01636,Electronics,Fantastic quality and great value for money. Love it!,5,2023-03-01 16:24:11.665166516,True,1,Positive,0.8
R01637,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-01 17:16:45.580558056,True,2,Positive,0.7
R01638,Beauty,Average quality. Could be better for the price.,3,2023-03-01 18:09:19.495949595,True,1,Positive,0.6
R01639,Electronics,It's fine. Not great but not terrible either.,3,2023-03-01 19:01:53.411341134,False,3,Neutral,0.0
R01640,Clothing,Okay. Works as expected but nothing extraordinary.,3,2023-03-01 19:54:27.326732673,True,4,Neutral,0.0
R01641,Electronics,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-03-01 20:47:01.242124212,True,1,Positive,0.7
R01642,Beauty,Average quality. Could be better for the price.,3,2023-03-01 21:39:35.157515751,True,6,Positive,0.6
R01643,Electronics,Awful! Broke after one day. Very disappointed.,2,2023-03-01 22:32:09.072907291,True,2,Negative,-0.7
R01644,Home & Garden,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-03-01 23:24:42.988298830,True,2,Positive,0.7
R01645,Home & Garden,Okay product. Nothing special but does the job.,3,2023-03-02 00:17:16.903690369,True,5,Neutral,0.0
R01646,Clothing,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-03-02 01:09:50.819081908,True,5,Positive,0.7
R01647,Sports,Average quality. Could be better for the price.,3,2023-03-02 02:02:24.734473447,True,4,Positive,0.6
R01648,Home & Garden,Decent product. Meets basic expectations.,3,2023-03-02 02:54:58.649864986,True,1,Neutral,0.0
R01649,Electronics,Awful! Broke after one day. Very disappointed.,1,2023-03-02 03:47:32.565256525,True,4,Negative,-0.7
R01650,Home & Garden,It's fine. Not great but not terrible either.,3,2023-03-02 04:40:06.480648065,True,4,Neutral,0.0
R01651,Beauty,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-03-02 05:32:40.396039604,True,0,Positive,0.7
R01652,Books,Okay product. Nothing special but does the job.,3,2023-03-02 06:25:14.311431143,True,3,Neutral,0.0
R01653,Books,Outstanding product! Exceeded my expectations completely.,5,2023-03-02 07:17:48.226822682,True,1,Positive,0.6
R01654,Electronics,Terrible product! Poor quality and waste of money.,1,2023-03-02 08:10:22.142214221,False,4,Negative,-0.8
R01655,Sports,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-02 09:02:56.057605760,True,6,Positive,0.7
R01656,Home & Garden,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-03-02 09:55:29.972997300,True,3,Positive,0.9
R01657,Books,Okay product. Nothing special but does the job.,3,2023-03-02 10:48:03.888388839,True,5,Neutral,0.0
R01658,Beauty,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-02 11:40:37.803780378,True,6,Positive,0.7
R01659,Sports,Terrible! Cheap materials and poor construction.,1,2023-03-02 12:33:11.719171917,True,4,Negative,-0.8
R01660,Beauty,Okay product. Nothing special but does the job.,3,2023-03-02 13:25:45.634563456,True,4,Neutral,0.0
R01661,Beauty,Okay. Works as expected but nothing extraordinary.,3,2023-03-02 14:18:19.549954995,False,5,Neutral,0.0
R01662,Books,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-02 15:10:53.465346534,True,1,Positive,0.7
R01663,Sports,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-02 16:03:27.380738074,True,5,Positive,0.7
R01664,Sports,Terrible product! Poor quality and waste of money.,1,2023-03-02 16:56:01.296129613,True,5,Negative,-0.8
R01665,Beauty,Terrible product! Poor quality and waste of money.,1,2023-03-02 17:48:35.211521152,True,2,Negative,-0.8
R01666,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-02 18:41:09.126912691,False,1,Positive,0.7
R01667,Beauty,Okay. Works as expected but nothing extraordinary.,3,2023-03-02 19:33:43.042304230,True,2,Neutral,0.0
R01668,Electronics,Okay product. Nothing special but does the job.,3,2023-03-02 20:26:16.957695769,True,6,Neutral,0.0
R01669,Sports,Average quality. Could be better for the price.,3,2023-03-02 21:18:50.873087309,True,6,Positive,0.6
R01670,Books,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-02 22:11:24.788478848,True,1,Positive,0.7
R01671,Electronics,Decent product. Meets basic expectations.,3,2023-03-02 23:03:58.703870387,True,4,Neutral,0.0
R01672,Sports,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-03-02 23:56:32.619261926,True,0,Positive,0.7
R01673,Sports,Okay. Works as expected but nothing extraordinary.,3,2023-03-03 00:49:06.534653465,True,3,Neutral,0.0
R01674,Clothing,Outstanding product! Exceeded my expectations completely.,5,2023-03-03 01:41:40.450045004,False,2,Positive,0.6
R01675,Electronics,Okay product. Nothing special but does the job.,3,2023-03-03 02:34:14.365436543,True,2,Neutral,0.0
R01676,Electronics,Outstanding product! Exceeded my expectations completely.,5,2023-03-03 03:26:48.280828083,True,7,Positive,0.6
R01677,Beauty,Decent product. Meets basic expectations.,3,2023-03-03 04:19:22.196219622,True,4,Neutral,0.0
R01678,Books,Average quality. Could be better for the price.,3,2023-03-03 05:11:56.111611161,True,2,Positive,0.6
R01679,Beauty,Terrible! Cheap materials and poor construction.,2,2023-03-03 06:04:30.027002700,True,3,Negative,-0.8
R01680,Beauty,Poor quality! Not as described. Requesting refund.,1,2023-03-03 06:57:03.942394239,False,0,Negative,-0.6
R01681,Electronics,Decent product. Meets basic expectations.,3,2023-03-03 07:49:37.857785778,False,6,Neutral,0.0
R01682,Books,Terrible product! Poor quality and waste of money.,1,2023-03-03 08:42:11.773177318,True,2,Negative,-0.8
R01683,Books,Okay. Works as expected but nothing extraordinary.,3,2023-03-03 09:34:45.688568857,False,1,Neutral,0.0
R01684,Books,Okay product. Nothing special but does the job.,3,2023-03-03 10:27:19.603960396,True,6,Neutral,0.0
R01685,Home & Garden,Awful! Broke after one day. Very disappointed.,1,2023-03-03 11:19:53.519351935,True,4,Negative,-0.7
R01686,Clothing,Outstanding product! Exceeded my expectations completely.,5,2023-03-03 12:12:27.434743474,True,2,Positive,0.6
R01687,Home & Garden,Terrible! Cheap materials and poor construction.,2,2023-03-03 13:05:01.350135013,True,0,Negative,-0.8
R01688,Beauty,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-03 13:57:35.265526552,True,4,Positive,0.7
R01689,Home & Garden,Okay product. Nothing special but does the job.,3,2023-03-03 14:50:09.180918092,True,5,Neutral,0.0
R01690,Beauty,Awful! Broke after one day. Very disappointed.,1,2023-03-03 15:42:43.096309631,True,1,Negative,-0.7
R01691,Home & Garden,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-03 16:35:17.011701170,True,3,Positive,0.9
R01692,Beauty,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-03-03 17:27:50.927092709,True,0,Positive,0.7
R01693,Beauty,Outstanding product! Exceeded my expectations completely.,5,2023-03-03 18:20:24.842484248,True,3,Positive,0.6
R01694,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-03 19:12:58.757875787,True,2,Positive,0.7
R01695,Clothing,Fantastic quality and great value for money. Love it!,5,2023-03-03 20:05:32.673267327,False,1,Positive,0.8
R01696,Books,Terrible product! Poor quality and waste of money.,2,2023-03-03 20:58:06.588658866,True,2,Negative,-0.8
R01697,Sports,It's fine. Not great but not terrible either.,3,2023-03-03 21:50:40.504050405,True,5,Neutral,0.0
R01698,Books,Awful! Broke after one day. Very disappointed.,2,2023-03-03 22:43:14.419441944,True,1,Negative,-0.7
R01699,Home & Garden,Average quality. Could be better for the price.,3,2023-03-03 23:35:48.334833483,True,3,Positive,0.6
R01700,Books,Average quality. Could be better for the price.,3,2023-03-04 00:28:22.250225022,False,3,Positive,0.6
R01701,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-03-04 01:20:56.165616561,True,2,Positive,0.9
R01702,Clothing,Outstanding product! Exceeded my expectations completely.,5,2023-03-04 02:13:30.081008101,True,3,Positive,0.6
R01703,Beauty,Awful! Broke after one day. Very disappointed.,1,2023-03-04 03:06:03.996399640,False,7,Negative,-0.7
R01704,Clothing,Poor quality! Not as described. Requesting refund.,1,2023-03-04 03:58:37.911791179,True,3,Negative,-0.6
R01705,Beauty,Terrible! Cheap materials and poor construction.,1,2023-03-04 04:51:11.827182718,True,1,Negative,-0.8
R01706,Beauty,Terrible product! Poor quality and waste of money.,1,2023-03-04 05:43:45.742574257,True,4,Negative,-0.8
R01707,Clothing,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-04 06:36:19.657965796,True,1,Positive,0.9
R01708,Electronics,Fantastic quality and great value for money. Love it!,4,2023-03-04 07:28:53.573357336,False,0,Positive,0.8
R01709,Electronics,Terrible! Cheap materials and poor construction.,1,2023-03-04 08:21:27.488748875,True,4,Negative,-0.8
R01710,Clothing,Average quality. Could be better for the price.,3,2023-03-04 09:14:01.404140414,False,4,Positive,0.6
R01711,Sports,Terrible product! Poor quality and waste of money.,1,2023-03-04 10:06:35.319531953,True,2,Negative,-0.8
R01712,Home & Garden,Horrible experience! Product defective and customer service unhelpful.,1,2023-03-04 10:59:09.234923492,True,4,Negative,-0.7
R01713,Sports,Outstanding product! Exceeded my expectations completely.,5,2023-03-04 11:51:43.150315031,True,0,Positive,0.6
R01714,Electronics,Horrible experience! Product defective and customer service unhelpful.,2,2023-03-04 12:44:17.065706570,True,9,Negative,-0.7
R01715,Sports,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-04 13:36:50.981098110,True,2,Positive,0.7
R01716,Beauty,Terrible! Cheap materials and poor construction.,1,2023-03-04 14:29:24.896489649,False,0,Negative,-0.8
R01717,Sports,Average quality. Could be better for the price.,3,2023-03-04 15:21:58.811881188,True,1,Positive,0.6
R01718,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-04 16:14:32.727272727,True,3,Positive,0.7
R01719,Beauty,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-04 17:07:06.642664266,True,3,Positive,0.9
R01720,Home & Garden,Outstanding product! Exceeded my expectations completely.,5,2023-03-04 17:59:40.558055805,True,5,Positive,0.6
R01721,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-04 18:52:14.473447345,False,3,Positive,0.9
R01722,Clothing,It's fine. Not great but not terrible either.,3,2023-03-04 19:44:48.388838884,False,0,Neutral,0.0
R01723,Electronics,Fantastic quality and great value for money. Love it!,5,2023-03-04 20:37:22.304230423,False,2,Positive,0.8
R01724,Home & Garden,Fantastic quality and great value for money. Love it!,4,2023-03-04 21:29:56.219621962,True,6,Positive,0.8
R01725,Beauty,Outstanding product! Exceeded my expectations completely.,5,2023-03-04 22:22:30.135013501,True,6,Positive,0.6
R01726,Books,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-03-04 23:15:04.050405040,True,2,Positive,0.7
R01727,Electronics,Fantastic quality and great value for money. Love it!,5,2023-03-05 00:07:37.965796579,True,3,Positive,0.8
R01728,Electronics,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-05 01:00:11.881188119,True,1,Positive,0.7
R01729,Beauty,It's fine. Not great but not terrible either.,3,2023-03-05 01:52:45.796579658,True,2,Neutral,0.0
R01730,Sports,Okay product. Nothing special but does the job.,3,2023-03-05 02:45:19.711971197,False,4,Neutral,0.0
R01731,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-05 03:37:53.627362736,True,4,Positive,0.9
R01732,Sports,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-05 04:30:27.542754275,True,3,Positive,0.7
R01733,Books,Outstanding product! Exceeded my expectations completely.,4,2023-03-05 05:23:01.458145814,True,4,Positive,0.6
R01734,Home & Garden,Decent product. Meets basic expectations.,3,2023-03-05 06:15:35.373537354,True,2,Neutral,0.0
R01735,Electronics,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-05 07:08:09.288928893,True,2,Positive,0.7
R01736,Electronics,Average quality. Could be better for the price.,3,2023-03-05 08:00:43.204320432,True,7,Positive,0.6
R01737,Electronics,Outstanding product! Exceeded my expectations completely.,5,2023-03-05 08:53:17.119711971,True,6,Positive,0.6
R01738,Books,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-05 09:45:51.035103510,True,3,Positive,0.7
R01739,Clothing,Terrible product! Poor quality and waste of money.,1,2023-03-05 10:38:24.950495049,True,2,Negative,-0.8
R01740,Electronics,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-03-05 11:30:58.865886588,True,4,Positive,0.9
R01741,Sports,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-03-05 12:23:32.781278128,True,0,Positive,0.7
R01742,Beauty,Horrible experience! Product defective and customer service unhelpful.,2,2023-03-05 13:16:06.696669667,False,2,Negative,-0.7
R01743,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-03-05 14:08:40.612061206,True,3,Positive,0.7
R01744,Beauty,Average quality. Could be better for the price.,3,2023-03-05 15:01:14.527452745,True,8,Positive,0.6
R01745,Books,It's fine. Not great but not terrible either.,3,2023-03-05 15:53:48.442844284,True,8,Neutral,0.0
R01746,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-03-05 16:46:22.358235823,True,3,Positive,0.9
R01747,Clothing,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-03-05 17:38:56.273627363,True,2,Positive,0.7
